runId,reqId,mode,pipeline,provider,model,repeatIndex,promptVersion,testId,title,gherkin,rationale,usedSourceIds,usedContextItems,evidenceSources,targetTitle,targetBody,evidenceText,generationSummary,resolvedOperativeContext,resolvedExceptions,resolvedConflictsOrObsolete,resolvedGapsOrUncertainties,resolvedEvidenceIds,resolutionNotes,injectedOperativeCount,injectedExceptionsCount,injectedConflictsCount,injectedGapsCount
e7c39447,R41,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R41_1,Calculate availability with 100% uptime,"Given a system monitoring period of 24 hours
When the system has zero downtime events
Then the calculated availability should be 100%",Validates that a system with no downtime is correctly calculated as fully available,R41,Availability calculation rule,,Availability calculation rule,Availability calculation rule,NO_EVIDENCE,Availability calculation rule - Test cases for validating how system availability is calculated based on uptime metrics and downtime events.,,,,,,,0,0,0,0
e7c39447,R41,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R41_2,Calculate availability with single downtime event,"Given a system monitoring period of 24 hours
When the system experiences 1 hour of downtime
Then the calculated availability should be 95.83%",Validates that availability is correctly calculated when a single downtime event occurs,R41,Availability calculation rule,,Availability calculation rule,Availability calculation rule,NO_EVIDENCE,Availability calculation rule - Test cases for validating how system availability is calculated based on uptime metrics and downtime events.,,,,,,,0,0,0,0
e7c39447,R41,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R41_3,Calculate availability with multiple downtime events,"Given a system monitoring period of 7 days
When the system experiences 3 separate downtime events totaling 6 hours
Then the calculated availability should be 99.64%",Validates that multiple downtime events are aggregated correctly in availability calculation,R41,Availability calculation rule,,Availability calculation rule,Availability calculation rule,NO_EVIDENCE,Availability calculation rule - Test cases for validating how system availability is calculated based on uptime metrics and downtime events.,,,,,,,0,0,0,0
e7c39447,R41,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R41_4,Calculate availability with zero monitoring period,"Given a system monitoring period of 0 hours
When attempting to calculate availability
Then the system should handle the edge case appropriately",Validates that the availability calculation handles edge cases with zero monitoring period,R41,Availability calculation rule,,Availability calculation rule,Availability calculation rule,NO_EVIDENCE,Availability calculation rule - Test cases for validating how system availability is calculated based on uptime metrics and downtime events.,,,,,,,0,0,0,0
e7c39447,R41,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R41_5,Calculate availability with downtime exceeding monitoring period,"Given a system monitoring period of 24 hours
When the system experiences 30 hours of downtime
Then the calculated availability should be 0% or capped at minimum threshold",Validates that availability calculation handles cases where downtime exceeds the monitoring period,R41,Availability calculation rule,,Availability calculation rule,Availability calculation rule,NO_EVIDENCE,Availability calculation rule - Test cases for validating how system availability is calculated based on uptime metrics and downtime events.,,,,,,,0,0,0,0
e7c39447,R41,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R41_6,Calculate availability for monthly period,"Given a system monitoring period of 30 days
When the system experiences 7.2 hours of downtime
Then the calculated availability should be 99.0%",Validates that availability calculation works correctly for longer monitoring periods,R41,Availability calculation rule,,Availability calculation rule,Availability calculation rule,NO_EVIDENCE,Availability calculation rule - Test cases for validating how system availability is calculated based on uptime metrics and downtime events.,,,,,,,0,0,0,0
e7c39447,R41,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R41_7,Calculate availability with fractional downtime,"Given a system monitoring period of 48 hours
When the system experiences 0.5 hours of downtime
Then the calculated availability should be 99.79%",Validates that availability calculation handles fractional downtime values correctly,R41,Availability calculation rule,,Availability calculation rule,Availability calculation rule,NO_EVIDENCE,Availability calculation rule - Test cases for validating how system availability is calculated based on uptime metrics and downtime events.,,,,,,,0,0,0,0
e7c39447,R41,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R41_8,Verify availability calculation formula consistency,"Given multiple monitoring periods with different durations
When calculating availability using the same downtime ratio
Then the calculated availability percentage should be consistent",Validates that the availability calculation formula produces consistent results across different time scales,R41,Availability calculation rule,,Availability calculation rule,Availability calculation rule,NO_EVIDENCE,Availability calculation rule - Test cases for validating how system availability is calculated based on uptime metrics and downtime events.,,,,,,,0,0,0,0
e7c39447,R41,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R41_9,Calculate availability with scheduled maintenance,"Given a system monitoring period of 7 days
When the system has 4 hours of scheduled maintenance
Then the availability calculation should account for scheduled maintenance appropriately",Validates that the availability calculation rule handles scheduled maintenance events,R41,Availability calculation rule,,Availability calculation rule,Availability calculation rule,NO_EVIDENCE,Availability calculation rule - Test cases for validating how system availability is calculated based on uptime metrics and downtime events.,,,,,,,0,0,0,0
e7c39447,R41,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R41_10,Calculate availability with precision requirements,"Given a system monitoring period of 1 hour
When the system experiences 36 seconds of downtime
Then the calculated availability should be 99.0% with appropriate decimal precision",Validates that availability calculation maintains appropriate precision for small time intervals,R41,Availability calculation rule,,Availability calculation rule,Availability calculation rule,NO_EVIDENCE,Availability calculation rule - Test cases for validating how system availability is calculated based on uptime metrics and downtime events.,,,,,,,0,0,0,0
