runId,reqId,mode,pipeline,provider,model,repeatIndex,promptVersion,testId,title,gherkin,rationale,usedSourceIds,usedContextItems,evidenceSources,targetTitle,targetBody,evidenceText,generationSummary,resolvedOperativeContext,resolvedExceptions,resolvedConflictsOrObsolete,resolvedGapsOrUncertainties,resolvedEvidenceIds,resolutionNotes,injectedOperativeCount,injectedExceptionsCount,injectedConflictsCount,injectedGapsCount
09325693,R61c,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R61c_1,Mandatory notification fails to send - exception is caught,"Feature: Mandatory Notification Exception Handling
  Scenario: Mandatory notification send failure triggers exception handling
    Given a mandatory notification is queued for delivery
    When the notification delivery service encounters an error
    Then an exception is raised
    And the exception is caught by the exception handler
    And the system logs the failure","Verifies that when a mandatory notification fails to send, the system properly catches and handles the exception rather than allowing it to propagate unchecked.",R61c,Mandatory notification exception handling,,Mandatory notification exception handling,Mandatory notification exception handling,NO_EVIDENCE,"Mandatory notification exception handling - Test cases covering exception scenarios when mandatory notifications fail to be sent, received, or processed, ensuring proper error handling and recovery mechanisms are in place.",,,,,,,0,0,0,0
09325693,R61c,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R61c_2,Mandatory notification exception triggers retry mechanism,"Feature: Mandatory Notification Exception Handling
  Scenario: Exception during mandatory notification delivery initiates retry
    Given a mandatory notification fails to deliver
    When an exception occurs during delivery
    Then the system initiates a retry mechanism
    And the notification is queued for reattempt
    And retry count is incremented",Ensures that mandatory notifications that fail due to exceptions are automatically retried to guarantee delivery.,R61c,Mandatory notification exception handling,,Mandatory notification exception handling,Mandatory notification exception handling,NO_EVIDENCE,"Mandatory notification exception handling - Test cases covering exception scenarios when mandatory notifications fail to be sent, received, or processed, ensuring proper error handling and recovery mechanisms are in place.",,,,,,,0,0,0,0
09325693,R61c,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R61c_3,Mandatory notification exception with max retries exceeded,"Feature: Mandatory Notification Exception Handling
  Scenario: Mandatory notification exceeds maximum retry attempts
    Given a mandatory notification has failed multiple times
    And the retry count has reached the maximum limit
    When another delivery attempt fails
    Then an exception is raised
    And the notification is moved to a dead letter queue
    And an alert is generated for manual intervention","Verifies that when a mandatory notification exhausts all retry attempts, the system handles this critical exception by alerting administrators.",R61c,Mandatory notification exception handling,,Mandatory notification exception handling,Mandatory notification exception handling,NO_EVIDENCE,"Mandatory notification exception handling - Test cases covering exception scenarios when mandatory notifications fail to be sent, received, or processed, ensuring proper error handling and recovery mechanisms are in place.",,,,,,,0,0,0,0
09325693,R61c,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R61c_4,Mandatory notification exception - invalid recipient,"Feature: Mandatory Notification Exception Handling
  Scenario: Mandatory notification with invalid recipient address
    Given a mandatory notification is prepared with an invalid recipient
    When the system attempts to send the notification
    Then an exception is raised for invalid recipient
    And the exception is handled gracefully
    And the notification is marked as failed with reason",Ensures that exceptions caused by invalid recipient information are properly caught and the notification is marked with appropriate failure reason.,R61c,Mandatory notification exception handling,,Mandatory notification exception handling,Mandatory notification exception handling,NO_EVIDENCE,"Mandatory notification exception handling - Test cases covering exception scenarios when mandatory notifications fail to be sent, received, or processed, ensuring proper error handling and recovery mechanisms are in place.",,,,,,,0,0,0,0
09325693,R61c,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R61c_5,Mandatory notification exception - service unavailable,"Feature: Mandatory Notification Exception Handling
  Scenario: Mandatory notification fails due to service unavailability
    Given a mandatory notification is ready to send
    When the notification service is temporarily unavailable
    Then an exception is raised
    And the exception handler detects service unavailability
    And the notification is queued for delayed retry
    And the system continues processing other notifications",Verifies that temporary service unavailability exceptions are handled by queuing for retry while allowing the system to continue processing.,R61c,Mandatory notification exception handling,,Mandatory notification exception handling,Mandatory notification exception handling,NO_EVIDENCE,"Mandatory notification exception handling - Test cases covering exception scenarios when mandatory notifications fail to be sent, received, or processed, ensuring proper error handling and recovery mechanisms are in place.",,,,,,,0,0,0,0
09325693,R61c,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R61c_6,Mandatory notification exception - timeout handling,"Feature: Mandatory Notification Exception Handling
  Scenario: Mandatory notification delivery times out
    Given a mandatory notification is being sent
    When the delivery operation exceeds the timeout threshold
    Then a timeout exception is raised
    And the exception handler catches the timeout
    And the notification is marked as pending
    And a retry is scheduled",Ensures that timeout exceptions during mandatory notification delivery are properly handled and the notification is retried.,R61c,Mandatory notification exception handling,,Mandatory notification exception handling,Mandatory notification exception handling,NO_EVIDENCE,"Mandatory notification exception handling - Test cases covering exception scenarios when mandatory notifications fail to be sent, received, or processed, ensuring proper error handling and recovery mechanisms are in place.",,,,,,,0,0,0,0
09325693,R61c,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R61c_7,Mandatory notification exception - malformed content,"Feature: Mandatory Notification Exception Handling
  Scenario: Mandatory notification with malformed content
    Given a mandatory notification contains malformed data
    When the system validates the notification content
    Then an exception is raised for invalid content
    And the exception is caught
    And the notification is rejected
    And an error report is generated",Verifies that exceptions caused by malformed notification content are caught and the notification is properly rejected with error reporting.,R61c,Mandatory notification exception handling,,Mandatory notification exception handling,Mandatory notification exception handling,NO_EVIDENCE,"Mandatory notification exception handling - Test cases covering exception scenarios when mandatory notifications fail to be sent, received, or processed, ensuring proper error handling and recovery mechanisms are in place.",,,,,,,0,0,0,0
09325693,R61c,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R61c_8,Mandatory notification exception - database error,"Feature: Mandatory Notification Exception Handling
  Scenario: Mandatory notification fails due to database error
    Given a mandatory notification is being persisted
    When a database error occurs
    Then an exception is raised
    And the exception handler catches the database exception
    And the transaction is rolled back
    And the notification is queued for retry","Ensures that database-related exceptions during mandatory notification processing are caught, transactions are rolled back, and retry is scheduled.",R61c,Mandatory notification exception handling,,Mandatory notification exception handling,Mandatory notification exception handling,NO_EVIDENCE,"Mandatory notification exception handling - Test cases covering exception scenarios when mandatory notifications fail to be sent, received, or processed, ensuring proper error handling and recovery mechanisms are in place.",,,,,,,0,0,0,0
09325693,R61c,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R61c_9,Mandatory notification exception - authentication failure,"Feature: Mandatory Notification Exception Handling
  Scenario: Mandatory notification delivery fails due to authentication error
    Given a mandatory notification is ready for delivery
    When authentication with the delivery service fails
    Then an authentication exception is raised
    And the exception is handled
    And the notification is marked as failed
    And credentials are verified before retry",Verifies that authentication exceptions are properly handled and credentials are validated before attempting retry.,R61c,Mandatory notification exception handling,,Mandatory notification exception handling,Mandatory notification exception handling,NO_EVIDENCE,"Mandatory notification exception handling - Test cases covering exception scenarios when mandatory notifications fail to be sent, received, or processed, ensuring proper error handling and recovery mechanisms are in place.",,,,,,,0,0,0,0
09325693,R61c,hybrid,no_retrieval,anthropic,claude-haiku-4-5-20251001,0,2026-07-03.v3,R61c_10,Mandatory notification exception - concurrent processing error,"Feature: Mandatory Notification Exception Handling
  Scenario: Mandatory notification encounters concurrent processing exception
    Given multiple mandatory notifications are being processed concurrently
    When a concurrency conflict occurs
    Then an exception is raised
    And the exception handler detects the conflict
    And the notification is queued for sequential retry
    And processing continues for other notifications",Ensures that concurrency-related exceptions during mandatory notification processing are caught and handled by queuing for sequential retry.,R61c,Mandatory notification exception handling,,Mandatory notification exception handling,Mandatory notification exception handling,NO_EVIDENCE,"Mandatory notification exception handling - Test cases covering exception scenarios when mandatory notifications fail to be sent, received, or processed, ensuring proper error handling and recovery mechanisms are in place.",,,,,,,0,0,0,0
